FirstMealTime,SecondMealTime,ThirdMealTime,
0.3963456895795862,0.2938523646674062,0.7335306474615485,
0.3857235626144855,0.46762761619370025,0.6938153567734434,
0.31209793975080435,0.21435853188485976,0.9143098245205478,
0.23413413992225604,0.4730232391317723,0.9257105738745446,
0.2818838640994265,0.42588400372085783,0.9036699135621268,
0.08823440976807492,0.4705633924951794,0.8142150373185828,
0.48340367229287007,0.5719088521762793,0.819250329629722,
0.29330655074788614,0.2784601445306634,0.555533072204492,
0.3023852654795538,0.6660799957709731,0.5645273827227527,
0.08821924656163864,0.2651435926135336,0.952639531687049,
0.15222178399700284,0.7696512824984177,0.8724772404836364,
0.21590538201175002,0.6809212992099962,0.8307197180655522,
0.17304771708688169,0.6985370936160822,0.74627776423648,
0.01767426235523795,0.35395218164071535,0.6922316814969056,
0.7558023084150425,0.06963391303306167,0.5943765716536061,
0.7576818479869996,0.31315635321834756,0.8270838247105542,
0.029016174139505985,0.7960144229598469,0.7251397295560784,
0.31580777007497784,0.9058795533069457,0.9197560511828108,
0.004172277856165102,0.39151465044615663,0.9214657313973781,
0.6489979878121619,0.5922801255576031,0.8718247168037606,
0.3125888214029727,0.7118688874481396,0.4364822948630625,
0.3036161867328561,0.4647915536524321,0.9619018868925076,
0.3144674697697209,0.8555656035825489,0.8272780166938497,
0.2179210300753223,0.8284571535689114,0.8494675410928733,
0.06668797613295169,0.7454446270206276,0.7926465116387842,
0.14361408636523107,0.42623323971395494,0.41318927099978714,
0.29616290943635626,0.5705574576297262,0.9188851316234116,
0.14397637913627567,0.557977754491121,0.9518198930461373,
0.3672995356572784,0.9257680135852058,0.7458206593719183,
0.18426613152136048,0.841639992211277,0.7200848259984545,
0.1990507929440258,0.2681712968061722,0.5956142493042438,
0.3230079278119186,0.5253070358121809,0.5930286155257813,
0.077086962770395,0.3257434949716628,0.6444196358355235,
0.02452794673545603,0.07730531999684716,0.9720986987273924,
0.28592845982210163,0.30765413908083256,0.6719982366473423,
0.3185441996099743,0.5023584192920465,0.7433503794572834,
0.09286036992635158,0.2995932624104935,0.7772693655157583,
0.19569586027682298,0.85866437932993,0.7259257510964265,
0.16353761280820023,0.38009411404501164,0.9147809666425684,
0.014428626757285998,0.4559255790745159,0.6984247168699025,
0.353379503862328,0.5528474026632456,0.7473884759179255,
0.6796877123161302,0.42027921370502636,0.6829719652784272,
0.05837971656518537,0.5646330655128995,0.7863191505576927,
