obstacle1,obstacle2,
-3.8559079213285803,5.485230099903517,
-0.7255688243271079,5.572066389362051,
3.9501051806899383,-1.4032960992014187,
0.7886682141512278,-5.199503002942046,
-2.102467773214303,6.2487159010568725,
2.166134488990421,-2.712106774517613,
5.869401408199224,-3.916098462586085,
-6.379804076890121,3.4635359860882966,
2.0728439000953998,-3.650927555944472,
6.250068067516523,-5.8329496048141305,
-6.458652870516326,3.2088796594096056,
-1.0048057840066829,6.423176970174869,
-3.2117434029336973,3.601221365288439,
3.081302515911961,-1.1272893541349767,
3.840718934813557,-5.473912947010078,
2.682438108260147,-4.005044368721702,
3.0453540801418217,-3.3297281640658505,
5.779141051511038,-4.310343622594271,
-6.113426290229025,6.87489245435703,
-2.863715206724951,0.3127355243802089,
-3.404450786354161,2.1508695871871817,
3.954966878720448,-6.119713770242073,
-1.4475370880651504,0.7395425694812372,
6.071185833862117,-1.130868539913485,
6.396771234656894,-0.8986815980720699,
0.5799095715719123,-0.15011510398070627,
3.3598249375568354,-4.305248559945143,
1.4564924223550975,-4.910192761631826,
3.6212990787101518,-5.018306753004721,
-5.871732875740755,2.2578787838785743,
-4.534506392897086,6.261141907449359,
5.017481007320642,-1.546632864227357,
-3.324321601953539,2.6951641419900794,
-3.1673750287978586,6.961792768465233,
0.9542604334570806,-0.7552436982119923,
-2.1714541700196595,6.418558696970034,
-4.806335239544188,4.181748947841479,
1.3866037339853285,-0.5693710616320011,
4.147429640435066,-2.615143570049173,
-6.9155102634753405,1.1705070152781678,
-0.5368773652913958,1.7637134930614167,
-6.068821230046447,1.0143853420343643,
-1.861701098461344,0.8842295202375098,
0.6358551154787815,-1.052301999123543,
-6.752175367523505,1.1918402980090526,
2.660505053049194,-4.793565667537968,
-0.7344909567681288,2.146222127205494,
-6.62577148321584,2.461430351966249,
5.465084263520739,-3.908219179231846,
6.883187228121042,-1.2145225778410156,
1.735195578361429,-0.20728306667530383,
3.0534590285176044,-4.330546428874651,
1.680161980183989,-2.740287671502993,
-3.1250683971570083,1.47379692428603,
6.102883957997049,-3.2127252882635453,
0.6327278273124612,-4.084486641109646,
-0.12161837263577358,5.006518959565588,
2.358515433221669,-3.5014768826492535,
6.82605879961087,-2.7623423093902257,
3.7274051190029542,-1.8034798899614541,
-3.524108454324008,6.499712499854711,
-5.0529833703724485,4.192635383974412,
-4.4016444487164055,4.201953923525134,
3.2536328243293955,-1.9309385204755074,
6.0300150584709655,-2.1976846929946063,
-6.613764202839591,6.522414652941134,
-1.323699218160395,1.5725225050094185,
4.852570999463548,-5.543024265529665,
3.6101196879410065,-2.94207862462026,
3.9322480003365268,-0.8219307020106985,
1.9095454885816974,-4.138023945745719,
-5.819757304592687,1.371708580249049,
-3.710052568111227,3.0211561501293622,
5.7000283699595755,-1.3857505243783041,
-1.314471435118854,6.465421297068733,
2.6489207743548437,-5.692834464652079,
5.7223449384287175,-5.1172476130157944,
-1.680918672330776,4.17717075154279,
-6.500496341676009,6.723175577258002,
5.705985650124219,-1.1792133367773925,
-0.7426771283125149,1.0884614666143422,
6.732014729709853,-5.794933777521256,
-6.639128118616176,1.858178406395333,
5.236200287068218,-1.4374450464819475,
6.564395092585093,-6.398980401505755,
-2.528002845628073,1.738683967125701,
-5.253244621439843,4.612315726716591,
-6.826666593575233,6.763662918241877,
4.220121419435051,-4.19561360657831,
0.2550318115387107,-4.7714498717827585,
5.313748475005561,-6.844122178503436,
0.9070700372557692,-4.053447914719316,
-5.778198223874649,2.9994747702342677,
4.222991035737952,-1.624284445308052,
3.0787858958301975,-6.405633069139141,
-5.428848478095391,5.36804656483072,
