tired,skillLevel,testPerformance,
true,10.591090855517558,27.437031154400955,
false,12.862266577572683,67.97642949512581,
false,8.727158053729173,70.78666476870212,
true,10.332824812649502,31.113203470874645,
true,11.440194539798028,31.592790236309067,
false,8.182181922673754,71.56702125004631,
false,6.6239509888921955,68.67638425857615,
true,9.30349004927524,31.675517751343733,
true,6.019891972465032,34.770841852017696,
true,9.167189723460703,29.170101174102175,
false,9.450184907106902,68.12115575795997,
true,11.924032956047956,37.804374105829886,
true,9.029114346254016,32.72834029164651,
true,9.853975331368728,27.417148448061724,
true,10.917829230443296,27.708381240109194,
false,8.725967656325679,76.20311347839167,
true,11.782930701330937,35.6457591458274,
true,7.639624765047762,39.64902039498351,
false,11.301402015151405,70.5747654605821,
true,10.456816407375147,29.555444079486414,
false,9.364270936114487,67.87438962008842,
false,14.11102660303401,94.79247678710334,
false,10.19103712365381,68.40426889474818,
true,9.742792161768708,27.177009209878,
true,10.781268300408435,33.60470261610983,
false,7.939427575655927,69.22013913419542,
true,10.556744421224087,24.5027034448771,
true,9.054096264184459,28.16773933761048,
false,11.787930277929199,74.0192178991083,
true,8.893824732568907,27.599767897841215,
false,7.370542913013571,72.48173444856185,
false,8.320025842073653,69.14164247332576,
true,9.38755183279358,31.171505915271617,
true,8.680647603594574,30.50022165431225,
true,13.117864277906524,70.27492763978366,
false,11.029100597641694,72.33098935112105,
false,7.1103296712113995,71.53335655609236,
true,8.251842704054841,31.5967839863176,
true,9.07755975406079,30.86239079847216,
true,9.256891390105725,23.170329710880978,
false,11.22883476206869,65.28823092741948,
false,10.73322620824122,70.68813703015054,
true,11.211302539542935,26.947845413439023,
false,9.56928220579935,72.42501679299805,
true,10.114047804053873,32.15337805174929,
false,10.581179251043828,72.83373571271835,
true,9.17604504166865,29.90280376591947,
false,12.705427236283445,72.38663467202777,
false,10.101973475656274,71.14185144218777,
true,10.635983407619909,28.17677575200971,
true,8.143898459532101,32.93699748705613,
false,7.514451743948481,69.1932073735683,
true,4.120736958737351,31.38959803864878,
true,13.694816440668173,64.2268482345265,
false,8.261029380533802,67.34248256271512,
false,5.287181260849051,71.72065702153294,
false,10.256167258749075,68.37654698450771,
false,8.316086786802803,68.59705244786473,
true,11.074303206215362,33.68307586340839,
true,10.216002749657095,33.175719820758154,
true,16.608715746727007,69.89930659565249,
true,14.231025240331103,71.40392672657995,
true,7.437944837835326,26.683960544776262,
false,7.494562649854998,71.5698857213265,
false,10.185581239965314,72.61218667580883,
false,11.073817696856416,69.83344905036498,
true,12.262554014676642,29.558012034933352,
true,5.322399804018194,29.312979124906747,
true,12.012247426056536,31.828313133821528,
false,11.68709009653894,67.24959357079918,
false,9.579964802174416,71.22220961109612,
false,6.079041751811211,66.73579653177418,
true,10.111365156799822,27.471573271514675,
true,10.547008962612352,28.8180632654369,
true,13.681712625470848,73.74978632115881,
true,8.497488591610523,27.483567505675463,
true,13.454371320580766,68.95157402717102,
true,5.9976357921704535,34.74486764075185,
false,9.758027308216247,69.64133568382063,
true,7.111593073426453,30.588012927123998,
false,15.012059313604915,95.85992814765272,
true,11.023289673274437,28.26176456417856,
false,8.182250242688871,72.46756576735513,
false,11.183289308608037,71.21354939342541,
true,10.406726812584637,28.97141376101361,
false,7.210224854158193,70.97714124082168,
false,8.97012671765751,71.4724266716891,
true,9.088984172449994,30.42832385929325,
true,11.146217358622792,27.923382146979684,
false,11.871193511785316,74.05823616308108,
false,12.671112702908612,67.28564573397608,
false,10.72746516052641,69.09925618477637,
true,8.841193686089552,29.99153052422373,
true,11.445785314410742,29.652416706803844,
false,7.915021745188344,65.8996415003088,
false,8.687887382052482,65.3250887797861,
false,11.043488392635117,76.80553888982008,
false,2.84928767771114,72.82067903063603,
false,8.882747932694137,69.23193301275879,
true,11.514948414858798,30.215848944707343,
false,6.14635029061105,73.19403188065682,
true,12.277579614370314,29.816949867502206,
true,9.997989236864742,26.04625047267989,
true,12.935575114656737,22.556467837245453,
true,12.072704066250436,33.91665090121687,
true,17.44791941490663,68.21254036726556,
false,7.133666414510973,68.98040194094513,
true,14.32315326165386,67.15210505691157,
false,8.30093622266896,72.31971410576288,
false,8.195111713206423,71.77297650719255,
true,10.27359209825613,39.70813783020018,
false,7.052714320250734,67.37669145176193,
false,10.562162543974113,65.53792623858615,
false,6.844766746717397,68.71325552544458,
true,11.340844304699111,29.657522929955558,
true,9.357567992074438,37.951658550937154,
false,16.724347400209613,94.68179495171174,
false,4.3491404600168995,71.45675903003786,
false,7.160808726754343,68.29427019361546,
false,9.548611569883443,72.09064018236448,
true,10.045786302004789,30.167820801195493,
false,4.514018078194946,67.3159965267238,
false,10.834207794695715,71.40634601033378,
false,14.533631438352657,92.38626103163686,
false,7.8888634045284505,71.79188981272108,
false,13.71281051685856,94.7831529490846,
false,12.621472026152162,72.69042976834379,
true,11.662031043563113,28.43406882445591,
true,8.474841319084847,33.33635067161138,
true,9.329892015875222,27.82516535023061,
true,9.341762542611011,24.615831367115828,
true,10.253173791306038,34.46122015050625,
true,6.560092939963943,25.933711380839892,
false,8.925401700254422,66.35463046344807,
false,13.790743370470475,94.5409735307869,
false,13.128220318872572,94.84938229489143,
false,9.083312889744358,71.56317129234527,
true,8.798604409847824,32.21883148881483,
true,10.713840223813614,33.20953407349195,
false,5.738445005641789,71.66089936809863,
false,13.283633265200784,95.42796053216556,
true,7.236916319274985,30.094604587538274,
false,9.681522846488553,64.19281806205174,
false,13.473718268776096,96.93632023228241,
false,7.543939057168403,70.03910253121376,
