lazyP1,lazyP2,lazyP3,lazyP4,pulling_powerP1,pulling_powerP2,pulling_powerP3,pulling_powerP4,team1win,
false,false,false,false,9.056239942545595,11.529945840413,8.720181639732143,9.154328105060813,true,
false,false,true,false,10.177902345535951,10.406484434727393,5.931871652240675,9.088413781716483,true,
false,false,false,false,10.991071258406118,10.531894366846743,9.824572776073321,10.40168692677678,true,
true,false,false,true,7.182502601946798,10.703692914884776,11.185019604414585,4.554844182429356,true,
false,false,false,false,10.725967915353058,11.354488992180574,11.02843887462762,12.84975449664816,false,
false,false,false,false,11.52926000060911,9.921946531423512,9.05687596154412,8.971284499086552,true,
false,false,false,false,9.319001067186008,13.923193435241467,11.758212320149763,12.600578256711481,false,
false,false,false,false,13.523324085439917,11.117397816638116,11.681094091484841,13.056231148340775,false,
false,false,false,false,9.745903528671318,10.780695390342316,9.128461595571903,12.19743615092377,false,
false,false,false,false,8.354075545344084,10.00168262213613,9.86251662744939,8.969189509747233,false,
false,false,false,false,8.470712340722777,8.898577709638616,9.506772681205318,8.42475464567016,false,
false,false,false,false,9.494393185672672,9.330953002653269,10.728587702964095,12.965779687976603,false,
false,false,false,false,9.123559156266392,11.125052787219232,10.614312879722121,8.87639442240977,true,
true,false,false,false,6.487551279306454,10.245442605122701,13.807311661224347,9.294776480033105,false,
false,true,false,false,7.574548030656506,4.117544841671869,10.550077407557074,11.474247110228099,false,
false,true,false,false,11.356470006573856,4.065570620054863,10.58306307251278,7.058718868296904,false,
false,false,false,false,9.602791740087682,7.506157014884455,10.509042321434604,11.596390474166371,false,
false,false,false,false,10.435216071515931,8.462831774661796,8.254580343566136,9.590030299801732,true,
false,false,false,false,8.824783463043826,6.464525894391989,7.675960072623044,10.310653376815413,false,
false,false,false,false,10.379065438577161,9.931463086014094,11.446111686145624,11.509440301267343,false,
false,false,true,false,12.11335292548314,10.339947430712385,4.334252634656884,7.167594435774965,true,
false,false,false,false,8.671418572508822,9.48973954020929,10.35062212921205,11.042994031988032,false,
true,false,false,false,2.8919430334329284,11.35703690596209,10.967024738715406,8.698021271774827,false,
true,false,false,false,4.97252619810013,7.367753135240211,9.0824895166865,9.099910526736352,false,
false,false,true,false,7.70071085017042,10.496121588171269,5.1154583262597075,11.159608921430335,true,
false,true,false,false,10.09562652737583,7.2615781205874095,10.512641558154819,12.196630905203714,false,
false,false,false,false,8.660787404532947,10.992882909113623,10.185561035898782,10.576496246202902,false,
false,false,false,false,9.894663930537865,13.267756394130474,9.404705253813926,10.440161938531107,true,
false,false,false,false,8.162090107182953,8.346930662518265,8.656059739523005,10.901787588838298,false,
false,false,false,false,8.426298457977186,7.309462008070946,7.9041596582046,7.935536458837075,false,
true,false,false,false,6.083608014559211,10.292388589370008,9.568417725957197,13.433799319788498,false,
false,false,false,true,9.196873870012485,9.08112877227964,11.391357994235298,5.807475279010212,true,
false,false,false,false,11.732580692810737,9.721306469698465,8.565981998187503,11.201913192800491,true,
false,false,false,false,11.105333369810285,11.90843343643876,11.980116597780308,10.546971337830971,true,
false,false,false,false,10.161160779426005,8.932850476279839,10.632494740320556,10.767516027268009,false,
false,false,false,false,9.231575485302153,8.508802459731807,10.617998383335927,9.538522167734273,false,
false,false,false,false,9.51304155705422,10.156401759768388,9.611205384466844,6.696542282851315,true,
false,false,false,false,12.566653911639749,11.299693847391536,10.778354413394275,9.072915080112264,true,
false,false,false,false,11.43240020306796,9.933906560341578,11.631329063439942,10.772804757336319,false,
false,false,false,false,10.289474135780603,8.747611823559323,9.298646304396769,7.043326537009419,true,
false,false,true,true,8.750777011380181,6.177783488373207,6.78395405701714,5.385544989122102,true,
false,false,false,true,10.809773989576843,10.078816890686598,10.053863874840001,6.002081362881414,true,
false,false,false,false,9.933159542184432,9.339072802594526,9.988186895213481,10.120287897438333,false,
false,false,true,false,8.604937466330155,10.979556159696967,6.206976882950458,13.981080384983205,false,
false,false,false,false,8.884872238346535,10.014620556064816,12.310822619374717,8.960095798843717,false,
false,false,false,false,9.014208248995995,9.03524662991672,11.121328800139672,8.521371421033272,false,
true,true,false,false,3.4246095379190145,3.3408739964356,9.700795840469011,11.871286939684357,false,
false,false,false,false,9.186191338753662,8.210150545971198,9.911009078303932,10.96678959090676,false,
false,false,false,false,10.34387011680295,7.610920503536182,9.672230326489585,6.979488522942891,true,
false,false,false,false,10.504437617157476,8.721841949100694,9.7587227351643,11.322236948828309,false,
false,false,true,false,7.1133164810172635,7.067619316938545,3.302487155328863,9.767552848817095,true,
false,false,false,false,12.423327937174685,8.346926330166742,8.930881204523514,9.254087832440606,true,
false,false,false,false,9.862853883043368,9.401610172092704,12.22948358226312,10.437612664337587,false,
false,false,false,false,9.11173140165656,9.50509919536165,10.642298608671235,9.641812215894761,false,
false,false,false,false,11.215056071708899,10.388804539895379,10.135327083768257,11.629007273619244,false,
false,false,false,false,9.27837342977597,9.425603047706034,7.6944658703007,10.500506070208015,true,
false,false,false,false,11.672104094795127,9.904740999181863,9.094129001191202,10.462169104402523,true,
false,true,false,false,10.810202705151102,3.2738242697349014,8.430725045519228,8.670456264986832,false,
false,false,false,true,10.667210098426153,7.837267144454007,13.304901433766513,3.5230696479629597,true,
false,false,false,false,10.246571895417828,9.301797356122083,11.856780517133952,11.224636442695745,false,
false,false,false,false,13.86503840023986,11.769360627191405,9.479525506279042,12.3747073118265,true,
true,true,false,false,4.761631079500768,5.343635552971461,10.805708218928444,9.497638126358842,false,
false,true,false,false,7.750294995424081,5.548447108974826,8.646676342686225,9.957530751493323,false,
false,false,false,false,9.964870722590925,10.602084429320726,10.206650348049564,9.11290082579571,true,
true,false,false,false,4.411230283837253,10.466732580722187,9.488165420430033,10.827585649386938,false,
false,false,false,false,7.495410145081779,12.13756910237664,8.988773432225244,10.621754697493438,true,
false,false,false,false,10.387508083512758,9.23294115824758,11.24835193369763,11.431313229578915,false,
false,false,false,false,8.118478734500247,9.528502584739353,10.000917953641686,11.477480662312061,false,
false,false,false,false,8.159154193311442,10.565203389015906,10.172142294282189,12.684307970047783,false,
false,false,false,false,10.476914375110697,13.111379600827757,8.10661032115612,8.650676448894506,true,
false,false,false,true,12.76928685431624,11.515926174110188,10.809452458241394,5.932593885525317,true,
false,false,false,false,10.021941459775798,8.6239775793676,7.797360702129353,8.44294182725508,true,
false,false,false,true,7.979513553711839,8.141867117240658,11.905254963571215,6.346250599044641,false,
false,true,false,false,10.085701289784385,4.049432292505169,7.279978903245445,9.997023387179867,false,
false,false,false,true,9.456750628947825,8.591499017065814,8.825585829244824,5.92078112177842,true,
false,false,false,false,10.41024933022889,13.356580781558662,10.240702666585745,9.106935081083456,true,
false,false,false,false,11.374579616250275,9.324388614645041,8.442230543001536,10.599583429204333,true,
false,false,false,false,10.591552270426673,9.916680095887097,9.375767142506678,13.110287790385359,false,
false,false,false,true,11.472829908024053,12.921798116216898,9.095327673554712,5.978500586951754,true,
false,false,true,false,10.596008649290278,11.015268272974506,4.297323870607389,9.925672406912964,true,
false,false,false,false,5.907242807297394,12.035341414089718,9.236972493781147,10.731418766665287,false,
false,false,false,false,9.762974593127232,10.978568572181583,8.227112476342867,9.41388470025926,true,
false,true,false,false,11.875975484537506,3.7328407835071014,12.172995783438266,10.200363354380851,false,
false,false,false,false,8.045380544692904,10.161794235542853,9.633815039551719,10.772958436574099,false,
