tired,skillLevel,testPerformance,
true,10.386959798286489,67.04053849413754,
false,11.873793321552716,87.97642949512581,
false,9.166729347642718,90.78666476870212,
true,10.21788498530369,71.2854166471446,
true,10.942828642012365,71.8391957433913,
false,8.809958722999056,91.56702125004631,
false,7.78985712238824,88.67638425857615,
true,9.544027204073403,71.9347212495406,
true,7.394407669959947,75.5088936550471,
true,9.454797695460224,69.04171537893548,
false,9.640061531226886,88.12115575795997,
true,11.259575237239915,79.01171498171486,
true,9.364406142937478,73.15041600364603,
true,9.904404414666622,67.01757992242318,
true,10.600860274792781,67.3538665841941,
false,9.165950049612919,96.20311347839167,
true,11.167202128244245,76.51916112524648,
true,8.454771688190313,81.14172904491983,
false,10.851967606285626,90.5747654605821,
true,10.29905653792777,69.48667103924328,
false,9.583817634751602,87.87438962008842,
false,12.69129865605436,89.79247678710334,
false,10.12506315424146,88.40426889474818,
true,9.831617944567022,66.74029101480646,
true,10.511460160670165,74.16235205151912,
false,8.651038698643518,89.22013913419542,
true,10.364474779000536,63.65226870816918,
true,9.380760647211966,67.8842876266877,
false,11.170475119416285,94.0192178991083,
true,9.275838300729857,67.22845069940209,
false,8.27861626603523,92.48173444856185,
false,8.900198750818975,89.14164247332576,
true,9.599058559219944,71.35273851107861,
true,9.136281110735823,70.57760621354332,
true,12.041121294300781,70.31745909367353,
false,10.673704483773907,92.33098935112105,
false,8.108266712122616,91.53335655609236,
true,8.85556240923457,71.8438073286763,
true,9.396121106987126,70.9958031192891,
true,9.51352122079801,62.113776040201486,
false,10.80446118768183,85.28823092741948,
false,10.480009228684406,90.68813703015054,
true,10.792983653849676,66.47567545568134,
false,9.718029014987302,92.42501679299805,
true,10.074661813560052,72.48650679568897,
false,10.380471130035156,92.83373571271835,
true,9.460594862030343,69.88776745617878,
false,11.771117871066295,92.38663467202777,
false,10.06675731015323,91.14185144218777,
true,10.416348872307742,67.8947219792595,
true,8.784896313325959,73.39135257952222,
false,8.372826710454063,89.1932073735683,
true,6.151118868979662,31.38959803864878,
true,12.418825145475601,63.33373854826263,
false,8.861576500713129,87.34248256271512,
false,6.914735913033491,71.72065702153294,
false,10.167700836255282,88.37654698450771,
false,8.89762003382679,88.59705244786473,
true,10.703296537402235,74.2528496823693,
true,10.141406992946033,73.6670053867711,
true,14.326420022260447,69.8837292717887,
true,12.769856204440858,71.6211149470269,
true,8.322741183532575,66.17096745576632,
false,8.359806241998708,91.5698857213265,
false,10.12149143995783,92.61218667580883,
false,10.702978696918239,89.83344905036498,
true,11.481189290883135,69.4896362587804,
true,6.937791861596158,29.312979124906747,
true,11.31732516384059,72.11115415994958,
false,11.104459724514292,87.24959357079918,
false,9.72502241591693,91.22220961109612,
false,7.43313029013049,86.73579653177418,
true,10.072905608687973,67.0804242953655,
true,10.358101425284339,68.63521701626978,
true,12.410246684756395,74.32988028384923,
true,9.016375391217217,67.09427404400842,
true,12.26141686500656,68.78938196472359,
true,7.379837579834162,75.47890121931445,
false,9.841591689112677,89.64133568382063,
true,8.109093803020281,70.67897884352404,
false,13.281163027457563,90.85992814765272,
true,10.669900340806677,67.99285860642709,
false,8.810003448947736,92.46756576735513,
false,10.774644689389756,91.21354939342541,
true,10.266265200833889,68.81229091607293,
false,8.173663460324779,90.97714124082168,
false,9.325789675350418,91.4724266716891,
true,9.403600144421322,70.49458579092659,
true,10.750375401251612,67.60212824710948,
false,11.224983701095208,94.05823616308108,
false,11.748653735833829,87.28564573397608,
false,10.476237737650782,89.09925618477637,
true,9.241383192958946,69.99022029176135,
true,10.946488663134678,69.59864538421476,
false,8.635061332141238,85.8996415003088,
false,9.141020658278403,85.3250887797861,
false,10.683123506579745,96.80553888982008,
false,5.318759930036835,72.82067903063603,
false,9.268586833032142,89.23193301275879,
true,10.991766540720544,70.24924089266216,
false,7.477194072125794,93.19403188065682,
true,11.491025854877185,69.7886319134544,
true,9.998683646532578,65.43460329218676,
true,11.921785024449024,61.40494940422405,
true,11.356903325262198,74.5225589042787,
true,14.875807784105834,67.93601939975036,
false,8.123544196786051,88.98040194094513,
true,12.830168151774863,66.71153417596824,
false,8.887701661403273,92.31971410576288,
false,8.818423257832752,91.77297650719255,
true,10.179108071400073,81.20999197919213,
false,8.070548611127087,87.37669145176193,
false,10.368021772947188,85.53792623858615,
false,7.934414968798672,88.71325552544458,
true,10.877788645919159,69.60454154283714,
true,9.579429527831234,79.1817844097751,
false,14.402118708662867,89.68179495171174,
false,6.300644059494872,71.45675903003786,
false,8.141313011127675,88.29427019361546,
false,9.704496907309085,92.09064018236448,
true,10.029974170675578,70.19378276949168,
false,6.408581797452719,67.3159965267238,
false,10.546117194930757,91.40634601033378,
false,12.967958462754654,87.38626103163686,
false,8.617936678408608,91.79188981272108,
false,12.430605033504637,89.7831529490846,
false,11.71615628457879,92.69042976834379,
true,11.088054723499202,68.19181842853439,
true,9.001549271126759,73.85248591673164,
true,9.561311348421992,67.48871725902544,
true,9.569082432322814,63.78289758088397,
true,10.165741151805552,75.15137330961794,
true,7.748052216253109,65.3046543422504,
false,9.296510278535006,86.35463046344807,
false,12.481624062190425,89.5409735307869,
false,12.047900914533209,89.84938229489143,
false,9.399887418380455,91.56317129234527,
true,9.213501966934501,72.56208591470731,
true,10.467318122818586,73.7060507226077,
false,7.210157380019485,91.66089936809863,
false,12.149642570322513,90.42796053216556,
true,8.191137125940061,70.10923996816359,
false,9.791507762417105,84.19281806205174,
false,12.274082415659631,91.93632023228241,
false,8.3921306882928,90.03910253121376,
true,12.167015353794879,68.35411513581877,
true,11.1574237192922,71.12376804678816,
false,9.708058887119417,90.54333551620063,
false,8.58204956185679,88.39806422249872,
true,12.280341824285225,62.88580812206057,
false,12.670056736873699,89.51741274760364,
false,9.511662822179854,87.33062974732769,
false,9.88849814782475,86.39004626730863,
true,8.913529835977583,62.36558312793117,
true,11.441320270812069,65.49011058621319,
true,9.373133223670811,72.61705561093225,
false,7.949046707681459,92.33918607744765,
false,12.617976795380912,88.40111040767857,
true,14.415617882723781,68.42381890176998,
false,10.474598537905035,88.78717348034584,
true,9.992183392063046,61.56790393806061,
false,8.846136491694304,87.02505366748919,
true,9.686944435804541,75.1056278869509,
true,10.681759223490326,64.25729797401011,
true,8.763132237494487,68.60998506211514,
true,13.28759241955159,68.48443606853799,
false,9.173563395048975,91.19785790762347,
true,7.68108070129019,65.73306427800003,
true,9.796928504314561,77.72879987099468,
true,11.856622807149726,72.55971342566514,
